/usr/lib64/python2.7/site-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
  from ._conv import register_converters as _register_converters
2018-05-03 22:42:43.345630: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-05-03 22:42:44.912384: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1212] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.582
pciBusID: 0000:05:00.0
totalMemory: 10.92GiB freeMemory: 10.76GiB
2018-05-03 22:42:44.912423: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1312] Adding visible gpu devices: 0
2018-05-03 22:42:45.147770: I tensorflow/core/common_runtime/gpu/gpu_device.cc:993] Creating TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11178 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:05:00.0, compute capability: 6.1)
2018-05-03 22:42:45.148886: E tensorflow/stream_executor/cuda/cuda_driver.cc:936] failed to allocate 10.92G (11721113600 bytes) from device: CUDA_ERROR_OUT_OF_MEMORY
finish loading vgg16 model
the step is 000000  mae is 0.291865  sad is 896.609802  mse is 0.339980  mae_t is 0.942919  sad is 26.183924  mse is 1.239487
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
Loading Image Failed!
